precise	status	evidence	notes
c:objc(cs)SFSpeechAudioBufferRecognitionRequest(im)endAudio	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechAudioBufferRequest	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechAudioBufferRecognitionRequest(py)nativeAudioFormat	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechAudioBufferRequest	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModel	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testPrepareCustomLanguageModel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModel(cm)prepareCustomLanguageModelForUrl:clientIdentifier:configuration:completion:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testPrepareCustomLanguageModel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModel(cm)prepareCustomLanguageModelForUrl:clientIdentifier:configuration:ignoresCache:completion:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testPrepareCustomLanguageModel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModel(cm)prepareCustomLanguageModelForUrl:configuration:completion:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testPrepareCustomLanguageModel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModel(cm)prepareCustomLanguageModelForUrl:configuration:ignoresCache:completion:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testPrepareCustomLanguageModel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration(im)initWithLanguageModel:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration(im)initWithLanguageModel:vocabulary:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration(im)initWithLanguageModel:vocabulary:weight:	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration(py)languageModel	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration(py)vocabulary	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechLanguageModelConfiguration(py)weight	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionMetadata	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionMetadata(py)averagePauseDuration	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionMetadata(py)speakingRate	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionMetadata(py)speechDuration	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionMetadata(py)speechStartTimestamp	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionMetadata(py)voiceAnalytics	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)addsPunctuation	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)contextualStrings	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)customizedLanguageModel	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)interactionIdentifier	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)requiresOnDeviceRecognition	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)shouldReportPartialResults	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionRequest(py)taskHint	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechRecognitionRequestProperties	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionResult	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionResult	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionResult(py)bestTranscription	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionResult	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionResult(py)final	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionResult	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionResult(py)speechRecognitionMetadata	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionResult	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionResult(py)transcriptions	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionResult	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskUnauthorized	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask(im)cancel	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskCancel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask(im)finish	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskFinish	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask(py)cancelled	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskCancel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask(py)error	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskUnauthorized	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask(py)finishing	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskFinish	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognitionTask(py)state	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskUnauthorized	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(cm)authorizationStatus	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerAuthorization	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(cm)requestAuthorization:	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerAuthorization	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(cm)supportedLocales	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSupportedLocales	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(im)init	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(im)initWithLocale:	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(im)recognitionTaskWithRequest:delegate:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(im)recognitionTaskWithRequest:resultHandler:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskHandler	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(py)available	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerAvailability	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(py)defaultTaskHint	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(py)delegate	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerAvailability	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(py)locale	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(py)queue	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechRecognizer(py)supportsOnDeviceRecognition	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerInit	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechURLRecognitionRequest	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechURLRecognitionRequest	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechURLRecognitionRequest(im)initWithURL:	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechURLRecognitionRequest	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechURLRecognitionRequest(im)initWithURL:::SYNTHESIZED::c:objc(cs)SFSpeechURLRecognitionRequest	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechURLRecognitionRequest	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFSpeechURLRecognitionRequest(py)URL	implemented	test:full/speech/tests/agent/SpeechRequestTests.swift#testSpeechURLRecognitionRequest	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscription	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscription	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscription(py)averagePauseDuration	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscription	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscription(py)formattedString	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscription	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscription(py)segments	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscription	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscription(py)speakingRate	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscription	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)alternativeSubstrings	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)confidence	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)duration	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)substring	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)substringRange	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)timestamp	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFTranscriptionSegment(py)voiceAnalytics	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFVoiceAnalytics	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFVoiceAnalytics	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFVoiceAnalytics(py)jitter	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFVoiceAnalytics	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFVoiceAnalytics(py)pitch	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFVoiceAnalytics	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFVoiceAnalytics(py)shimmer	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFVoiceAnalytics	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(cs)SFVoiceAnalytics(py)voicing	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFVoiceAnalytics	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFAcousticFeature	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFAcousticFeature	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFSpeechLanguageModelConfiguration	implemented	test:full/speech/tests/agent/SpeechLanguageModelTests.swift#testSFSpeechLanguageModelConfiguration	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFSpeechRecognitionMetadata	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionMetadata	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFSpeechRecognitionResult	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFSpeechRecognitionResult	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFTranscription	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscription	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFTranscriptionSegment	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFTranscriptionSegment	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)NSCoding(im)initWithCoder:::SYNTHESIZED::c:objc(cs)SFVoiceAnalytics	implemented	test:full/speech/tests/agent/SpeechTranscriptionTests.swift#testSFVoiceAnalytics	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionDidDetectSpeech:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionTask:didFinishRecognition:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionTask:didFinishSuccessfully:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionTask:didHypothesizeTranscription:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionTask:didProcessAudioDuration:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionTaskFinishedReadingAudio:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskScriptedDelegate	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognitionTaskDelegate(im)speechRecognitionTaskWasCancelled:	implemented	test:full/speech/tests/agent/SpeechTaskTests.swift#testSpeechRecognitionTaskCancel	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognizerDelegate	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerAvailability	Focused Linux host assertion; Apple speech-engine success is not claimed.
c:objc(pl)SFSpeechRecognizerDelegate(im)speechRecognizer:availabilityDidChange:	implemented	test:full/speech/tests/agent/SpeechRecognizerTests.swift#testSpeechRecognizerAvailability	Focused Linux host assertion; Apple speech-engine success is not claimed.
s:10Foundation13CustomNSErrorPAAE11errorDomainSSvpZ::SYNTHESIZED::c:@E@SFSpeechErrorCode	implemented	test:full/speech/tests/agent/SpeechErrorTests.swift#testSFSpeechErrorCodes	Focused Linux host assertion; Apple speech-engine success is not claimed.
s:10Foundation13CustomNSErrorPAAE13errorUserInfoSDySSypGvp::SYNTHESIZED::c:@E@SFSpeechErrorCode	implemented	test:full/speech/tests/agent/SpeechErrorTests.swift#testSFSpeechErrorCodes	Focused Linux host assertion; Apple speech-engine success is not claimed.
s:10Foundation13CustomNSErrorPAAE9errorCodeSivp::SYNTHESIZED::c:@E@SFSpeechErrorCode	implemented	test:full/speech/tests/agent/SpeechErrorTests.swift#testSFSpeechErrorCodes	Focused Linux host assertion; Apple speech-engine success is not claimed.
